sentence,textID,mean_age,mean_leaning,n_coder,morality,emotion,positive,negative,both,care,fairness,loyalty,authority,sanctity,harm,injustice,betrayal,subversion,degradation,general,idk,uncodable,morality_binary,emotion_binary,positive_binary,negative_binary,sent_mixed_binary,care_binary,fairness_binary,loyalty_binary,authority_binary,sanctity_binary,harm_binary,injustice_binary,betrayal_binary,subversion_binary,degradation_binary,general_binary
Til gengæld skal virksomhederne kunne beholde en større del af indtjeningen selv.,da_ma_22662,37.6,4.8,5,3,1,2,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Vores lange og mange steder ubrudte kystlinje er ikke kun noget, vi danskere selv nyder godt af.",da_ma_16922,37.6,4.8,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeg synes, det er noget rod, og at det er den forkerte  vej at gå.",da_pa_1472082,37.6,4.8,5,3,4,0,3,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Det er der, hvor jeg savner en eller anden form for aktivitet fra dansk side som den, jeg syntes – vi var inde på det før – vi oplevede i forbindelse med den skotske afstemning, hvor premierminister Cameron gentagne gange var i Skotland, helt op til afstemningen, og agiterede for at bevare unionen.",da_pa_3866663,37.6,4.8,5,3,2,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lov om forældelse af fordringer (Forældelsesloven) (Jan II).,da_pa_2055062,37.6,4.8,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ja, så er der jo to muligheder.",da_pa_2462299,37.6,4.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Så jeg synes, det er påfaldende, at man ikke kan  sammenkæde disse forslag om regioner med de forslag til  politikredse, der ligger på bordet.",da_pa_1058208,37.6,4.8,5,2,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hvordan har  Socialdemokratiet af regeringen fået forklaret, at fortsætter  betyder forstærker?",da_pa_1473004,37.6,4.8,5,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ret til arbejde og mindre stress!,da_ma_4783,37.6,4.8,5,3,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Nej, vi prøver på, at vi, ifald det skal realiseres, får det gjort på den rigtige måde første gang.",da_pa_4285641,37.6,4.8,5,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeg synes sådan set, at det er en meget stor fordel, at hvis forslaget om nitrat og nitrit bliver gennemført, hvilket jeg ikke håber at det gør – jeg vil jo gerne understrege, at i Venstre støtter vi fuldstændig op om regeringens store arbejde på EU-plan for netop ikke at få det her forslag gennemført – får økologiproducenterne lov til ligefrem at anprise, ligefrem at skilte med, at de ikke bruger nitrit og nitrat.",da_pa_1765425,37.6,4.8,5,4,2,1,1,2,1,1,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"Det var jo den ekspert, vi havde inde til høringen i  Arbejdsmarkedsudvalget, og som nedsablede regeringens forslag  som værende komplet utilstrækkelige, for de led under det  hastværk, som lovforslaget har været fremsat i.",da_pa_971367,37.6,4.8,5,1,2,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nu oplever vi altså VK-regeringen, her med en  Venstreminister i spidsen, etablere mere bureaukrati, flere  regler, mere dirigering af, hvad folkevalgte i kommuner og  amter skal bruge deres tid og kræfter på.",da_pa_919838,37.6,4.8,5,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Z IKKE INVITERET  Fremskridtspartiet havde selvfølgelig helst set, at regeringen havd droppet yderligere forhandlinger med Auken og i stedet havde inviteret Fremskridtspartiet til et ikke-socialistisk samarbejde.",da_ma_35441,37.6,4.8,5,2,2,0,2,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Det sagde De Konservative før valget her.,da_pa_3984790,37.6,4.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Grundskylden må tilfalde kommunerne fuldt ud og kunne udskrives  med så store procentsatser, at en væsentlig del af beskatningen kan lægges på grundværdierne til aflastning af indkomstbeskatningen.",da_ma_19349,37.6,4.8,5,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeg prøvede også at gøre opmærksom  på, at vi har to dele i lovforslaget.",da_pa_108996,37.6,4.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Det er dem, jeg har fået præsenteret, og det er dem, jeg har videregivet til Folketinget.",da_pa_2046486,37.6,4.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Det er sådan set det, jeg spørger ministeren om.",da_pa_3451071,37.6,4.8,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Det, vi er enige om, er, at dialog og vejledning er meget godt og konstruktivt.",da_pa_2628058,37.6,4.8,5,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeg siger mange tak for svaret.,da_pa_2518247,37.6,4.8,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Så jeg tror ikke, det er ét initiativ, der skal til.",da_pa_4373399,37.6,4.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ja tak, men det var jo i princippet defineret af den  angribende magt, og på den måde er det jo også en  missionerende holdning, må man da sige.",da_pa_1207507,37.6,4.8,5,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hvad er den store filosofi i, at De Konservative nu vil forhindre, at arbejdsgiverne får den arbejdskraft til rådighed med de rigtige uddannelser, når de har brug for den?",da_pa_3001579,37.6,4.8,5,2,3,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man skulle tage hensyn til stort set alle.,da_pa_4367146,37.6,4.8,5,3,2,2,0,1,2,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Vi  har et tilfælde, hvor en metastase er blevet minimeret, som  det jo sker ved den stereotaktiske strålebehandling, hvor man  kan gå ind og operere en patient, så han måske bliver  fuldstændig helbredt.",da_pa_639265,37.6,4.8,5,2,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Den gennemsnitlige ventetid på operationer er faldet 37 dage siden 2001.,da_ma_23940,37.6,4.8,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Beskæftigelse  Produktion i offentligt regi, der konkurrerer med privat produktion, skal undgås.",da_ma_25636,37.6,4.8,5,2,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"De der ikke forstår klassekampens internationale betydning, vil være tvunget til at holde sig inden for privatkapitalismens rammer.",da_ma_2076,37.6,4.8,5,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Der er ikke en grænse på 4 timer, og der bliver heller ikke en grænse på 15 timer.",da_pa_3789033,37.6,4.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nu er det ikke nok, at ordføreren bare taler om, at det må vi gøre noget ved, at det må vi se på, osv., jeg vil gerne have at vide helt konkret: Hvad vil Det Radikale Venstre anbefale regeringen at foretage sig for at forhindre, at for 14.000 mennesker, som er i arbejde, kan det bedre betale sig ikke at være i arbejde?",da_pa_3566195,37.6,4.8,5,4,2,0,4,0,0,0,0,0,0,1,4,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
Under uddannelsen kommer en arbejdsløs ind i vikariatet.,da_ma_4997,37.6,4.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Man skal antages, fordi man er den bedst egnede og ikke, fordi man repræsenterer et bestemt køn.",da_pa_2454162,37.6,4.8,5,4,0,2,0,2,1,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Den forsikring skal være på plads.,da_pa_650005,38.8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Regeringen har fået vedtaget en lovpakke, der sigter mod at afhjælpe de såkaldte »samspilsproblemet« for pensionister.",da_ma_28907,38.8,5,5,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De har det afgørende ansvar for deres børn.,da_ma_14206,38.8,5,5,2,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Erfaringerne viser, at det ikke er alle de større partier, der opfylder disse betingelser.",da_ma_36492,38.8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"En stemme til kommunisterne kan blive indledningen til den nye politik, der er behov for - derfor kommunister!",da_ma_3871,38.8,5,5,2,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeg synes et eller andet sted, at fru Irene Simonsen lidt for ofte bruger det udtryk, som jeg har hørt fru Irene Simonsen bruge mange gange, nemlig: Lad os se på tingene i helikopterperspektiv.",da_pa_1778573,38.8,5,5,2,3,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jamen det er rart at høre, at skatteministeren nu anerkender, at det med at sætte skatten ned øger arbejdsudbuddet, og det gør det mere attraktivt at være i beskæftigelse.",da_pa_3389963,38.8,5,5,2,4,1,0,1,2,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Der er så mange mærkelige stater rundtom i verden med de mest utrolige diktatursystemer, som vi opretholder diplomatiske forbindelser med, og sådan skal det være.",da_pa_2816410,38.8,5,5,3,4,2,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Det kan være, at man går med meget lidt tøj på eller med  meget tøj på, og at man går med hiphoptøj på, eller man går  med jakkesæt og slips på.",da_pa_1538998,38.8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Det tror jeg ikke han vil.,da_pa_1891110,38.8,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dyrere benzin - Auken vil have en literpris på 16 kr.,da_ma_23371,38.8,5,5,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vi mener ikke, at det grundlæggende er penge, det handler om, men holdningsændringer.",da_pa_2271728,38.8,5,5,2,3,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strålekapaciteten udbygges med 65 pct. fra 1998 til 2005.).,da_ma_13557,38.8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Men billedet er jo også meget forskelligt over det ganske  land, ikke mindst på boligområdet.",da_pa_750040,38.8,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"De er godt nok kommet, 2-3 år efter at vi foreslog, de skulle komme første gang, men sådan er det jo i politik.",da_pa_3890937,38.8,5,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Min konklusion er altså, at jeg ikke kan støtte  Kristeligt Folkepartis forslag.",da_pa_429177,38.8,5,5,3,3,0,3,0,0,0,0,0,0,1,2,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Erhvervslivet skal have tilbageført deres afgifter.,da_ma_27717,38.8,5,5,3,0,2,0,1,1,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tilfredse brugere og tilfredse medarbejdere er to sider af samme sag.,da_ma_23711,38.8,5,5,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Det er dog klar  tale.,da_pa_1049267,38.8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ud fra det fundament er Socialdemokratiet åben over for  at forbedre og modernisere mulighederne for nedrustning.,da_pa_731997,38.8,5,5,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hvis vi går tilbage og ser på mediestøttens historie, står der ganske vist i bemærkningerne til lovforslaget, at der har været givet distributionsstøtte i flere hundrede år.",da_pa_3571771,33.8,3.8,5,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Man kan ikke, på trods af at  man har flertallet.",da_pa_1004436,33.8,3.8,5,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Den vil åbenbart heller ikke leve op til løfterne om, at EU aldrig skulle komme til at blande sig i vores regler om velfærdsydelser, selv om det er tydeligt, at EU-indblanding også på dette område fremmer social dumping.",da_pa_3722385,33.8,3.8,5,4,4,0,4,0,0,0,0,0,0,2,2,0,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0
"Socialdemokratiet har altid lagt afgørende vægt på, at der sikres tryghed også for dem, der ikke kan tage direkte del i produktionen.",da_ma_11413,33.8,3.8,5,2,1,2,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Leif Lahn Jensen fortælle om Lonnie flere gange.,da_pa_4022213,33.8,3.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vedrørende de øvrige delelementer af denne del af forslaget, som også pålægger kommunerne en lang række forpligtelser, mener Venstre, at der ligeledes er behov for, at vi lige overvejer en ekstra gang, hvad det nu er, vi er i gang med at pålægge landets mange kommuner.",da_pa_1782026,33.8,3.8,5,2,0,0,0,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Der er ikke tale om noget huslejestop.,da_ma_2790,33.8,3.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Det er Folketingets flertal, der beslutter det, altså, de partier, der i september mente, det var forsvarligt at gå ind for en kickstart under de daværende økonomiske konditioner for landet, påtvinger sig nu selv den spændetrøje, at hvis den tilsvarende situation opstår i fremtiden, vil man ikke være i stand til at gennemføre den selv samme kickstart, medmindre man får lov.",da_pa_3309316,33.8,3.8,5,4,1,0,4,0,0,0,0,0,0,0,2,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Men det er jo et forhold for Region Hovedstaden og for regionsrådets formand, Vibeke Storm Rasmussen, at tilrettelægge butikken på en sådan måde, at det ikke skulle være nødvendigt.",da_pa_2183155,33.8,3.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Om det så i praksis vil betyde, at der bliver et bedre samarbejde, kan vi håbe på.",da_pa_2285932,33.8,3.8,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derfor er der områder i Danmark, hvor der er en stor overrepræsentation af personer med sociale eller ækonomiske udfordringer, mens andre områder er helt blottede for den side af samfundet.",da_ma_10842,33.8,3.8,5,2,3,0,2,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Naturligvis er det væsentligt for os, at det her ikke betyder, at straffen bliver mindre, men at der er nøjagtig den samme straf, og at skærpelsesmuligheden blot træder ind lidt tidligere, og at det giver mulighed for, at den samme forseelse straffes med nøjagtig den samme straf.",da_pa_2076370,33.8,3.8,5,4,2,1,1,2,1,2,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
For ministeren har jo i et svar af 26. april ...,da_pa_2021876,33.8,3.8,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Og når min kones morfar så også bliver trukket frem i debatten og bliver brugt som rambuk, bliver jeg jo i virkeligheden helt mundlam – men det er fint nok.",da_pa_4182598,33.8,3.8,5,3,4,0,3,0,0,0,0,0,0,0,2,0,3,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"For et år siden fremsatte vi derfor et beslutningsforslag, som havde en række elementer, der netop skulle styrke den private ejendomsret.",da_pa_3461410,33.8,3.8,5,2,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mode- og tekstilbranchen er en af de mest forurenende og ressourceforbrugende industrier i verden, og vi vil derfor gerne være med til at fremme den offentlige efterspørgsel og dermed også markedet for mere bæredygtige tekstiler.",da_pa_4323801,33.8,3.8,5,4,1,2,0,2,2,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Simon Emil Ammitzbøll selv indledte med at sige, at en revisionsbestemmelse kan give anledning til sådan en debat.",da_pa_3021905,33.8,3.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kombineret med 2025-planens jobskabende effekt er det med til at give hele samfundet et mærkbart løft og få rigtig mange mennesker ud af offentlig forsørgelse og ind i fællesskabet.,da_ma_173,33.8,3.8,5,2,1,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Det, der normalt kendetegner en kolonimagt, er, at man tager ud for at udnytte et område.",da_pa_4103112,33.8,3.8,5,3,0,0,3,0,0,0,0,0,0,2,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
Det synes jeg er et rigtigt  spørgsmål at stille.,da_pa_1470697,33.8,3.8,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Det har vi set bl. a.,da_ma_2063,-1403.6,4.2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Så er der det forslag om, at løn- og arbejdsvilkår for fleksjob skal fastsættes i samarbejde med fagbevægelsen.",da_pa_4432361,-1403.6,4.2,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Her hjemme har vi set kriminaliseringen af de fysiske blokader og politivolden anvendt mod faglige aktioner.,da_ma_2982,-1403.6,4.2,5,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ET SYSTEMSKIFTE ER NØDVENDIG Hvis SFs politiske mål skal blive til virkelighed, skal vi have et politisk systemskifte i Danmark.",da_ma_8628,-1403.6,4.2,5,2,3,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Og der vil jeg sige: Vi står altså ikke alene med det.,da_pa_3609286,-1403.6,4.2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"De kommende års største politiske opgave er at sikre, at Danmark også i fremtiden kan forene velfærd og beskæftigelse i den nye verden.",da_ma_14424,-1403.6,4.2,5,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Her forudsætter regeringens finanslovforslag en besparelse på 125 mio. kr. det første år.,da_pa_1560175,-1403.6,4.2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derfor er det fornuftigt at samle den overordnede viden,  vi har i dag fra Forebyggelsespolitisk Råd, Alkoholpolitisk  Kontaktudvalg og Tobaksskaderådet, i et center, samtidig med  at der nedsættes et nationalt råd.",da_pa_588192,-1403.6,4.2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bjarne Laustsen i, at vi skal sikre en nogenlunde ensartet håndhævelse - eller jeg skulle måske sige: så ensartet, som det nu kan lade sig gøre - for tit og ofte vil der jo være forskellige ting, der gør sig gældende i den konkrete situation.",da_pa_2324037,-1403.6,4.2,5,2,3,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ja, man kan jo dreje tingene, som man har lyst til.",da_pa_205722,-1403.6,4.2,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Det er ikke tilstrækkeligt, at forslag drøftes i Europa-udvalget.",da_ma_27790,-1403.6,4.2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Udkast til udtalelse fra det radikale venstres udvidede hovedbestyrelsesmøde søndag den 22.november 1981  Efter lo år med svage mindretalsregeringer og for mange folketing: valg har Danmark brug for et nyt politisk arbejdsmønster.,da_ma_20025,-1403.6,4.2,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeg vil  gerne spørge fru Lene Jensen: Forholder det sig også sådan,  at alle i den socialdemokratiske folketingsgruppe går ind for  kloning af dyr?",da_pa_1065132,-1403.6,4.2,5,1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Det giver et meget bedre grundlag at komme videre fra, også fordi det giver et bredt fundament til os alle sammen.",da_pa_2213349,-1403.6,4.2,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Med nogen bæven bevæger jeg mig ind på den boldgade, som hr.",da_pa_1099118,-1403.6,4.2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Men i den  sammenhæng, det bliver sat ind, virker det uvilkårligt - og  det er jo også meningen - som om det er, fordi vi har haft en  løskurspolitik, hvor enhver, der følger lidt med, ved, at  Finland blev ramt lige i solar plexus, da det sovjetiske  marked faldt væk, og der var helt andre grunde til, at man  har haft en lavere vækst gennem 1990'erne og frem til nu.",da_pa_491523,-1403.6,4.2,5,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elsam skal ikke bestemme vor energipolitik.,da_ma_7470,-1403.6,4.2,5,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Er de rejste forventninger på uddannelsesområdet, på  kulturområdet, over for de svageste, f.eks. blevet indfriet?",da_pa_1074688,-1403.6,4.2,5,2,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nu er vi sådan set enige om, også med Enhedslisten, håber jeg, at vi gerne vil fastholde en befolkning derude i landdistrikterne, og derfor er vi i hvert fald nogle, der tager det lidt alvorligt, når man læser enkeltkommunernes høringsbidrag, bl.a.",da_pa_3836599,-1403.6,4.2,5,3,1,1,1,1,1,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3 Retten til at fradrage renter af privat gæld begrænses gradvis, og der lægges loft over rentefradraget for ny gældsstiftelse.",da_ma_12078,-1403.6,4.2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forældre skal frit kunne vælge skoleform for deres børn.,da_ma_26753,36.4,4.2,5,3,2,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vi kender alle sammen Bøje-sagen, men der kunne også opstå sager i fremtiden.",da_pa_2178295,36.4,4.2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Det, der er vigtigt ved tab af erhvervsevne, er, at  erstatningen er fremadrettet og ikke bagudrettet som ved  tabt arbejdsfortjeneste, som jo altid modregnes, hvis  personen har modtaget offentlig forsørgelse.",da_pa_102987,36.4,4.2,5,2,2,0,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Man skal derimod lade sig lede af, hvad man hører.",da_pa_2203262,36.4,4.2,5,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
