,text,label,tweets
466,vildt nok så meget for demonstrationsfriheden,negative,vildt demonstrationsfriheden
467,voldsom kødannelse på motorvej efter bilbrand link link,negative,voldsom kødannelse motorvej bilbrand
468,next betdk tipper mr xx søndag brøndby fck superligaen viktor fischer får kort units odds bookmaker link flere spilforslag klar på link,neutral,next betdk tipper mr xx søndag brøndby fck superligaen viktor fischer kort units odds bookmaker spilforslag klar
469,rt kære twitterhjerne hvordan gør jeg min grill sommerklar link,neutral,kære twitterhjerne grill sommerklar
470,hey morten jeg har af uransagelige årsager først opdaget jeres kforum pod nu ville bare sige at det er virkelig fint godt format og ikke mindst gode gæster,positive,hey morten uransagelige årsager opdaget kforum pod virkelig fint format gode gæster
471,lidt træls click bait på politiken med den rubrik og om bag en betalingsmur kan man godt komme til at tro at nu var der igen en ngo der var forarget men faktisk har røde kors i australien embraced got ikke kritiseret eller advaret link link,negative,træls click bait politiken rubrik betalingsmur tro ngo forarget faktisk røde kors australien embraced got kritiseret advaret
472,alternativet er tæt på spærregrænsen i en ny måling som epinion har foretaget for dr partiet står til procent af stemmerne hvilke er en halvering af deres valgresultat fra link dkpol fv link,neutral,alternativet tæt spærregrænsen måling epinion foretaget dr partiet står procent stemmerne halvering valgresultat dkpol fv
473,opsøger i alligevel den racismedømte paludan ved demo er så lad være med at lade jer fremprovokere negative modreaktioner lad være med at true ham amp lad være med at lave ballade alt kan amp vil ofte ende på youtube dkpol dkmedier dksocial hate hatespeech racism racisme,negative,opsøger racismedømte paludan demo lade fremprovokere negative modreaktioner true amp ballade amp ofte ende youtube dkpol dkmedier dksocial hate hatespeech racism racisme
474,nah jeg går gerne til grænsen men ikke over den det der vil jeg betegne som ulovligt,positive,nah går gerne grænsen betegne ulovligt
475,lægevejen hvis det er påskedag kan jeg ikke skrive en besked til min læge altså en form for email der ikke virker på fridage,negative,lægevejen påskedag skrive besked læge altså form email virker fridage
476,kom nu drenge det er den slemme dreng i klassen amp danmark i må gå sige fucked up og andre bandeord morgen tv på tv har jo vist pik og patter kl om morgenen så det er ingenting zulucs,positive,drenge slemme dreng klassen amp danmark gå fucked up bandeord morgen tv tv vist pik patter kl morgenen ingenting zulucs
477,han vurdere vel at det ikke er gået lang tid nok fra der er fløjtet eneste forklaring,neutral,vurdere vel gået lang tid fløjtet forklaring
478,vi skal passe på vores decentrale uddannelser siger mette frederiksen fra på årsmøde en lærerudd på universitet vil ramme lokale lærerudd der skal være lærerudd i hele landet læs vores syn på kommission om lærerudd uddpol dkprovins link link,neutral,passe decentrale uddannelser siger mette frederiksen årsmøde lærerudd universitet ramme lokale lærerudd lærerudd hele landet læs syn kommission lærerudd uddpol dkprovins
479,igen en sølle der som det eneste han er god til er at sværte de andre partier til mon ikke vælgerne stemmer dig og dit elendige parti til datid i dansk politik ved det kommende valg det lyser jo langt ud af dig at du er presset til det yderste,negative,sølle sværte partier mon vælgerne stemmer elendige parti datid dansk politik kommende valg lyser langt presset yderste
480,det er derfor jeg går så meget op i at vi skal tale politik og politikerne op i stedet for ned når vi husker og anerkender hvor vigtigt det er for samfundet at vi har gode folk til at lede det så finder de gode folk også vej og modsat,positive,går tale politik politikerne stedet husker anerkender vigtigt samfundet gode folk lede finder gode folk vej modsat
481,et enigt byråd har vedtaget at lægge sag an mod staten i sagen om fejlagtig udligning i årene link,negative,enigt byråd vedtaget lægge sag an staten sagen fejlagtig udligning årene
482,det er noget af en stime den årige rytter er kommet ind i lidt af en start han har fået på sæsonen link,positive,stime årige rytter kommet start fået sæsonen
483,flsmidth formand vil hyre flere kvindelige ledere men sænker målet det er bedre at have et realistisk mål link link,neutral,flsmidth formand hyre kvindelige ledere sænker målet bedre realistisk mål
484,jeg er sikker på at det rent teoretisk er sandt set i et retroperspektiv jeg tror nu ikke at det passer specielt på dk i dag dertil viser praksis at højrefløjen også er svært glade for detailregulering privatiseringen fylder heller som førhen,neutral,sikker rent teoretisk sandt set retroperspektiv tror passer specielt dk dag dertil viser praksis højrefløjen svært glade detailregulering privatiseringen fylder førhen
485,rt kritiserer tolkning af lov kræftsyge får alt for sjældent erstatning link,neutral,kritiserer tolkning lov kræftsyge sjældent erstatning
486,jeg synes dbu er kommet i klemme vi har nogle for mange tosser ombord der brugt en uacceptabel måde at varme op til derby det skal dbu reagere på problemet er de har tolereret det i mange år og taler nu om nul tolerance derved bliver det til en pseudo holdning,negative,dbu kommet klemme tosser ombord brugt uacceptabel måde varme derby dbu reagere problemet tolereret år taler nul tolerance pseudo holdning
487,du har sikkert ret fint lige at snakke væk fra sagens kerne rasmus,negative,sikkert ret fint snakke væk sagens kerne rasmus
488,foreløbig er udenlandske medier mere bekymrede over de der sprængte bomber i sri lanka tilhørte den højere middelklasse og var veluddannede det påstås al qaedas medlemmer havde samme baggrund problemet er at de har ressourcer og virksomheder der kan støtte angreb,negative,foreløbig udenlandske medier bekymrede sprængte bomber sri lanka tilhørte højere middelklasse veluddannede påstås al qaedas medlemmer baggrund problemet ressourcer virksomheder støtte angreb
489,lidt fra jp her kan jeg se link,neutral,jp
490,live se med mens omstridt krigsudredning offentliggøres link link,neutral,live omstridt krigsudredning offentliggøres
491,siger ikke andet end det ca er kg,neutral,siger ca kg
492,sære tal usa henretter flere iran og pakistan har næsten halveret antallet hvem er det lige der går i den rigtige retning link,neutral,sære tal usa henretter iran pakistan halveret antallet går rigtige retning
493,jeg tror heldigvis det er et mindretal der bare har været bedre til at gruppere sig på de sociale medier læger er heldigvis stadig i toppen som en troværdig faggruppe link,positive,tror heldigvis mindretal bedre gruppere sociale medier læger heldigvis toppen troværdig faggruppe
494,hvad siger han,neutral,siger
495,jeg har meget at lave så sidder og redigere foto og hører musik samtidig det er kirkefotos lige nu og jeg har lyst til at citere en person som skrev ude under en af kirkerne i sidste uge da det noget som dette der driver mig citat link,neutral,sidder redigere foto hører musik samtidig kirkefotos lyst citere person skrev ude kirkerne sidste uge driver citat
496,nej jeg mener bare at det oftest er kommunerne der ansætter hvilken enhed hentyder du i øvrigt til,neutral,mener oftest kommunerne ansætter enhed hentyder
497,sikker man har lige fået mio pund for solanke aulas vil dog nok have ekstra klejner for sagaen i sommer hvis det er pool som vil købe,negative,sikker fået mio pund solanke aulas ekstra klejner sagaen sommer pool købe
498,nej det synes jeg ikke hvis man ser på hvor langt ude fra det er samt de øvrige omstændigheder det er alligevel ude på kanten af buen,neutral,langt ude samt øvrige omstændigheder ude kanten buen
499,espersen i mimose mood der kan man bare se lige her er altså bare en borger der bruger sin borgerret han er ikke en mf der misbruger sin mf autoritet ps det her sker kun fordi ft ikke står for transparens og ærlighed mht partistøtte noget i klemme,negative,espersen mimose mood altså borger bruger borgerret mf misbruger mf autoritet ps sker ft står transparens ærlighed mht partistøtte klemme
500,eftermiddagen står i lønmodtagernes tegn når afholder løntop topmøde ser frem til bl a at høre og bud på fremtidens langsigtede investeringer så vi sikre velfærd for borgere og trygge og udviklende vilkår for medarbejderne dkpol kompol link,positive,eftermiddagen står lønmodtagernes tegn afholder løntop topmøde frem bl a høre bud fremtidens langsigtede investeringer sikre velfærd borgere trygge udviklende vilkår medarbejderne dkpol kompol
501,vild performance søren keep it up og i tager finalen med,positive,vild performance søren keep it up tager finalen
502,er du nysgerrig efter hvad der skete på det første møde i nye institut for videnskabelig frihed læs reportage og interview med flere af de deltagende bl a forskere scientology og alternative behandlere link dkforsk dkvid link,neutral,nysgerrig skete første møde nye institut videnskabelig frihed læs reportage interview deltagende bl a forskere scientology alternative behandlere dkforsk dkvid
503,men derfor skal vi netop kæmpe for at man må have det på som man har lyst til for vi er ikke et hak bedre hvis vi lovgiver om påklædning,neutral,netop kæmpe lyst hak bedre lovgiver påklædning
504,det skal være lettere for syge borgere at få et fastholdelsesfleksjob på deres nuværende arbejdsplads del denne video fra værdigreform og hjælp os med at råbe politikerne op værdigreform dkpol sundpol arbejdsforhold link,positive,lettere syge borgere fastholdelsesfleksjob nuværende arbejdsplads del video værdigreform hjælp råbe politikerne værdigreform dkpol sundpol arbejdsforhold
505,hvis ikke jeg vidste bedre ville jeg tro han havde læst mine tweets,negative,vidste bedre tro læst tweets
506,rt en frokost til mio dkk dkpol link,neutral,frokost mio dkk dkpol
507,spaniere vilde med uddannelse i viborg dette er en plus artikel link,positive,spaniere vilde uddannelse viborg plus artikel
508,her vogter jeg skiltet får helt ny betydning link,negative,vogter skiltet betydning
509,esbjerg fb skifter yuri yakovenko går ud og patrick egelund kommer ind,neutral,esbjerg fb skifter yuri yakovenko går patrick egelund
510,paludan er lakmusprøven hvor vi kan filletere helt ind til øvrige politikeres grundholdninger demokratiforkæmperen naser kader er allerede faldet i plus store dele af det våde krudt i dkpol,negative,paludan lakmusprøven filletere øvrige politikeres grundholdninger demokratiforkæmperen naser kader faldet plus dele våde krudt dkpol
511,er nok ikke det,neutral,
512,hvor mange af pengene er nye penge,negative,pengene nye penge
513,stort tillykke til min lokale partifælle hele nabolagets kollektive yndlingsbedste flyvende farmor historiefortæller s partife og øko forbillede verden kunne godt bruge mere af dit mod og drive jytte dkpol dkgreen link,positive,stort tillykke lokale partifælle hele nabolagets kollektive yndlingsbedste flyvende farmor historiefortæller s partife øko forbillede verden bruge drive jytte dkpol dkgreen
514,de klappende lærerer er vel efterkommere af de københavnske hippier i er erne som jeg som ung arbejdende opfattede som en flok sløve skulkere og hashvrag og æblet falder ikke langt fra stammen link,negative,klappende lærerer vel efterkommere københavnske hippier erne ung arbejdende opfattede flok sløve skulkere hashvrag æblet falder langt stammen
